split,test_id,exact_normalized_match,exact_train_ids,char5_max_jaccard,char5_train_id,word2_max_jaccard,word2_train_id,embedding_max_cosine,embedding_train_id,test_text,nearest_embedding_text
v3_standard,257,False,,0.16666666666666666,185,0.1111111111111111,6,0.7985663856042124,186,"외향적이고 활동적이며 자기주장이 강한 데이터 과학자입니다. 성실하고 계획적으로 목표를 추구하며, 익숙함과 새로운 것 사이의 균형을 중요하게 생각합니다.","내향적이고 조용하지만, 새로운 경험을 추구하며 창의적인 면모가 있습니다. 정서적으로 안정되어 꾸준히 계획을 세워 목표를 달성하는 성실한 연구자입니다."
v3_standard,258,False,,0.1782178217821782,48,0.19230769230769232,153,0.8444804122448004,18,"외향적이고 사교적이며 활동적인 성향의 데이터 과학자입니다. 타인을 배려하고 협조적이며, 유연하게 일정을 관리하면서도 새로운 것과 익숙한 것의 균형을 지향합니다.","외향적이고 친절하며, 타인을 배려하는 사교적인 성격입니다. 활동적이며 유연하게 일정을 관리하며 사람들과 어울리기를 즐깁니다."
v3_standard,259,False,,0.3333333333333333,184,0.2916666666666667,89,0.8540831515431231,124,"외향적이고 활동적이며 새로운 경험을 추구하는 창의적인 데이터 과학자입니다. 감정 기복이 있고 스트레스에 민감하지만, 즉흥적이고 자유분방한 성격입니다.",외향적이고 창의적이지만 감정 기복이 있고 스트레스에 민감합니다. 즉흥적이고 자유분방한 성격으로 새로운 경험을 찾아 나서는 것을 좋아합니다.
v3_standard,260,False,,0.25555555555555554,50,0.125,50,0.8024257084013073,185,"외향적이고 활동적이며 정서적으로 안정된 데이터 과학자입니다. 성실하고 계획적이며 꼼꼼하게 업무를 처리하며, 익숙한 방식과 현실적인 접근을 선호합니다.","외향적이고 활동적이며 느긋하고 차분한 성격입니다. 성실하고 계획적으로 목표를 달성하며, 현실적이고 익숙한 방식을 선호하여 안정감을 추구합니다."
v3_standard,261,False,,0.189873417721519,11,0.18181818181818182,11,0.8643212630819814,111,"내향적이고 차분하며, 새로운 아이디어를 탐구하는 것을 즐깁니다. 목표 지향적이고 꼼꼼하게 업무를 처리합니다.","내향적이지만 창의적이며 새로운 경험을 추구합니다. 업무는 계획적이고 꼼꼼하게 처리하며, 정서적으로 안정적이고 차분한 성격입니다."
v3_standard,262,False,,0.09302325581395349,12,0.09523809523809523,238,0.7467133323605201,202,"차분하고 꼼꼼하며, 익숙한 방식 속에서 안정감을 느낍니다. 목표 달성을 중요하게 생각하며 꾸준히 노력합니다.","조용하고 차분하며, 자신의 일에 매우 성실하고 꼼꼼한 사람입니다. 익숙한 방식을 선호하며 안정감을 추구합니다."
v3_standard,263,False,,0.1411764705882353,128,0.09523809523809523,111,0.8249028135766229,4,내향적이지만 창의적이며 새로운 시도를 두려워하지 않습니다. 걱정이 많고 스트레스에 민감하여 섬세한 편입니다.,"외향적이고 활동적이며 새로운 경험을 좋아합니다. 즉흥적인 성격이지만, 스트레스에 민감하여 걱정이 많고 감정 기복이 있는 편입니다."
v3_standard,264,False,,0.24050632911392406,174,0.19230769230769232,54,0.8260353860739781,114,"독립적이고 자기 주장이 강한 편이며, 즉흥적이고 자유분방한 성격입니다. 감정 기복이 있지만 새로운 경험에도 열려 있습니다.","독립적이고 자기주장이 강하며 즉흥적인 면모를 지녔습니다. 감정 기복이 있지만, 혼자 시간을 보내는 것을 선호하며 새로운 것과 익숙한 것의 균형을 추구합니다."
v3_standard,265,False,,0.375,115,0.3333333333333333,115,0.8625336924654241,115,느긋하고 차분하며 타인을 배려하는 친절한 성격입니다. 유연하게 일정을 관리하며 새로운 경험에도 열린 마음을 가집니다.,"내향적이고 차분하며 타인을 배려하는 친절한 성격입니다. 유연하게 일정을 관리하며 안정감을 추구하고, 혼자 시간을 보내는 것을 즐깁니다."
v3_standard,266,False,,0.1348314606741573,11,0.12,11,0.7945528534188826,71,사교적이고 친절하며 새로운 아이디어를 탐구하는 것을 좋아합니다. 목표 지향적이고 꼼꼼하게 업무에 임하는 성실한 사람입니다.,"보통의 사교성을 지녔지만, 정서적으로 안정적이고 느긋합니다. 친절하며 타인을 배려하고, 목표 지향적으로 꼼꼼하게 일합니다. 새로운 경험과 창의적인 활동에 열려있습니다."
v3_standard,267,False,,0.16666666666666666,7,0.18181818181818182,161,0.8370469338704167,12,차분하고 성실하며 익숙하고 현실적인 방식을 선호합니다. 상황에 따라 유연하게 대처하며 목표 달성을 위해 꾸준히 노력합니다.,"성실하고 계획적인 성격으로 목표 달성을 중요하게 생각합니다. 새로운 것보다는 익숙한 방식을 선호하며, 상황에 따라 유연하게 대처합니다."
v3_standard,268,False,,0.1348314606741573,88,0.09523809523809523,227,0.8249090624384521,73,독립적이고 자기 주장이 강하지만 상황에 따라 사교성을 발휘합니다. 성실하고 목표 지향적이며 안정감을 추구합니다.,"보통의 사교성을 가졌지만, 정서적으로 안정적이고 느긋한 편입니다. 독립적이고 자기주장이 강하며, 목표를 향해 성실하고 꼼꼼하게 계획합니다. 익숙한 것과 새로운 것 사이의 균형을 중시합니다."
v3_standard,269,False,,0.26582278481012656,119,0.22727272727272727,119,0.8156344055884083,124,친절하고 협조적이며 새로운 아이디어를 탐구하는 것을 좋아합니다. 감정 기복이 있고 스트레스에 민감하여 섬세한 편입니다.,외향적이고 창의적이지만 감정 기복이 있고 스트레스에 민감합니다. 즉흥적이고 자유분방한 성격으로 새로운 경험을 찾아 나서는 것을 좋아합니다.
v3_standard,270,False,,0.14285714285714285,60,0.14814814814814814,60,0.7985244843422288,72,상황에 따라 사교성을 발휘하며 대체로 안정적이고 유연한 성격입니다. 목표를 향해 꾸준히 노력하며 균형 잡힌 삶을 추구합니다.,"보통의 사교성을 지녔으며, 대체로 안정적이지만 가끔 감정 기복이 있습니다. 성실하고 계획적으로 목표를 추구하며, 현실적이고 익숙한 방식을 선호합니다."
v3_standard,271,False,,0.09523809523809523,106,0.0625,106,0.7836421820487715,106,"활발하고 사교적인 HR 매니저입니다. 새로운 경험을 좋아하며, 유연하게 업무를 처리합니다.","외향적이고 사교적인 공무원입니다. 새로운 경험을 추구하며, 정서적으로 안정되고 느긋합니다."
v3_standard,272,False,,0.14492753623188406,107,0.16666666666666666,107,0.8018177976675768,212,"외향적이고 목표 지향적인 HR 매니저입니다. 경쟁심이 강하며, 계획적으로 업무를 추진합니다.",외향적이고 활동적이며 경쟁적인 성격으로 목표 지향적입니다. 계획을 세워 꼼꼼하게 일을 처리하며 사람들과 어울리는 것을 좋아합니다.
v3_standard,273,False,,0.14035087719298245,108,0.09523809523809523,160,0.7688910700012294,93,"친절하고 사교적인 HR 매니저입니다. 타인을 배려하며, 유연하게 상황에 맞춰 일합니다.","타인을 배려하는 친절한 기업 임원입니다. 외향적인 성격으로 사람들과 교류를 즐기며, 유연하게 일정을 관리하는 것을 선호합니다."
v3_standard,274,False,,0.16901408450704225,209,0.1111111111111111,109,0.7825070705069957,104,"활발하고 즉흥적인 HR 매니저입니다. 새로운 것을 시도하길 좋아하지만, 스트레스에 민감한 편입니다.","창의적이고 새로운 경험을 추구하는 기업 임원입니다. 친절하고 협조적이지만, 스트레스에 민감하고 걱정이 많은 편입니다."
v3_standard,275,False,,0.1643835616438356,142,0.14285714285714285,142,0.7834465223872086,97,"외향적이며 차분하고 성실한 HR 매니저입니다. 전통적인 방식을 선호하며, 계획대로 꼼꼼히 일합니다.","내향적이고 성실한 기업 임원입니다. 혼자 시간을 보내는 것을 선호하며, 전통적이고 익숙한 방식으로 꼼꼼하게 업무를 처리합니다."
v3_standard,276,False,,0.12,231,0.05263157894736842,231,0.7949758338926748,66,"내향적이지만 창의적인 HR 매니저입니다. 안정적이고 성실하며, 새로운 지식 탐구를 즐깁니다.",내향적이고 조용하지만 성실하고 계획적으로 일을 처리합니다. 정서적으로 안정적이며 새로운 지식을 탐구하고 창의적인 것을 추구합니다.
v3_standard,277,False,,0.09090909090909091,110,0.047619047619047616,223,0.767649737609915,97,"내향적이고 성실한 HR 매니저입니다. 안정적이고 차분하며, 전통적인 방식에 따라 꼼꼼히 일합니다.","내향적이고 성실한 기업 임원입니다. 혼자 시간을 보내는 것을 선호하며, 전통적이고 익숙한 방식으로 꼼꼼하게 업무를 처리합니다."
v3_standard,278,False,,0.23684210526315788,8,0.16666666666666666,109,0.7596769442073654,94,"내향적이지만 호기심 많은 HR 매니저입니다. 성실하게 일하지만, 감정 기복이 있고 스트레스에 취약합니다.","창의적이고 즉흥적인 기업 임원입니다. 새로운 경험을 추구하고 자유분방한 성격이지만, 감정 기복이 있어 스트레스에 민감한 편입니다."
v3_standard,279,False,,0.11538461538461539,204,0.09090909090909091,204,0.7956563743250932,99,"내향적이지만 독립적인 HR 매니저입니다. 감정 기복이 있으며, 계획보다 자유분방한 일 처리를 선호합니다.","독립적이고 즉흥적인 내향형 기업 임원입니다. 계획보다는 흐름을 따르는 자유분방한 성격이지만, 감정 기복이 있어 스트레스 관리가 필요합니다."
v3_standard,280,False,,0.16901408450704225,25,0.0625,108,0.8074712606465699,85,내향적이지만 친절하고 협조적인 HR 매니저입니다. 차분하며 유연하게 타인을 배려하며 일합니다.,"내향적이지만 타인을 배려하며 협조적인 영업사원입니다. 느긋하고 차분한 성격으로 유연하게 일정을 관리하며, 새로운 것과 익숙한 것의 균형을 추구합니다."
v3_standard,281,False,,0.10091743119266056,60,0.0967741935483871,60,0.7937290879367396,85,"상황에 따라 외향적이거나 내향적인 균형을 유지합니다. 타인을 배려하며 맡은 업무를 계획적으로 처리하고, 새로운 경험과 지식을 추구하는 성실한 HR 매니저입니다.","내향적이지만 타인을 배려하며 협조적인 영업사원입니다. 느긋하고 차분한 성격으로 유연하게 일정을 관리하며, 새로운 것과 익숙한 것의 균형을 추구합니다."
v3_standard,282,False,,0.14,7,0.10344827586206896,7,0.7711496381778776,42,"때때로 감정 기복이 있지만, 맡은 업무를 성실하고 계획적으로 처리하는 HR 매니저입니다. 익숙하고 현실적인 방식을 선호하며, 상황에 맞춰 협조적인 태도를 보입니다.","꼼꼼하고 계획적인 업무처리를 선호하는 회계사입니다. 현실적이고 익숙한 방식을 중시하며, 가끔 감정 기복이 있지만 대체로 안정적인 편입니다."
v3_standard,283,False,,0.2553191489361702,111,0.16,111,0.8195221655876959,118,"정서적으로 안정적이고 차분하지만, 독립적이며 자기주장이 강한 HR 매니저입니다. 업무는 계획적이고 꼼꼼하게 처리하며, 익숙함과 새로운 것 사이의 균형을 추구합니다.","독립적이고 자기주장이 강하지만 정서적으로 안정적입니다. 업무는 성실하고 계획적으로 처리하며, 새로운 것과 익숙한 것의 균형을 유지합니다."
v3_standard,284,False,,0.21782178217821782,134,0.20689655172413793,134,0.8211037445487093,119,"감정 기복이 있고 걱정이 많지만, 타인을 배려하고 협조적인 HR 매니저입니다. 유연하게 일정을 관리하며, 항상 새로운 경험과 창의적인 아이디어를 추구합니다.","친절하고 협조적이며 새로운 경험을 추구하는 개방적인 사람입니다. 감정 기복이 있고 스트레스에 민감하지만, 유연하게 일정을 관리합니다."
v3_standard,285,False,,0.11538461538461539,135,0.10344827586206896,15,0.7767591045664021,180,대체로 안정적이며 상황에 맞춰 유연하게 일정을 관리하는 HR 매니저입니다. 보통의 사교성과 친화성으로 익숙함과 새로움 사이에서 균형을 잡으려 합니다.,"대체로 안정적이며 유연하게 행동하는 건설감독입니다. 상황에 따라 사교적이고 협조적이며, 유연한 일정 관리와 적절한 균형을 중시합니다."
v3_standard,286,False,,0.25773195876288657,85,0.23076923076923078,85,0.8198322083871833,76,"외향적이고 사교적이며 활동적인 요리사입니다. 느긋하고 차분한 성격으로 유연하게 일정을 관리하며, 새로운 요리 경험과 창의적인 아이디어를 항상 추구합니다.","외향적이고 사교적이며 활동적입니다. 정서적으로 안정적이고 느긋하며, 유연하게 일정을 관리합니다. 새로운 경험과 창의적인 활동을 즐깁니다."
v3_standard,287,False,,0.12745098039215685,92,0.12121212121212122,73,0.7826739743798518,20,"외향적이고 활동적이지만, 독립적이고 자기주장이 강한 요리사입니다. 업무에 있어서는 성실하고 계획적이며, 익숙함과 새로운 것 사이의 균형을 중요하게 생각합니다.","외향적이고 활동적이며, 맡은 일은 성실하게 처리하는 계획적인 성격입니다. 새로운 것보다는 익숙한 방식과 전통을 중요하게 생각합니다."
v3_standard,288,False,,0.25555555555555554,63,0.16666666666666666,138,0.8394538382078547,138,"외향적이고 활동적이며 타인을 배려하는 친절한 요리사입니다. 대체로 안정적이지만 유연하게 일정을 관리하며, 익숙함과 새로움 사이에서 조화를 추구합니다.","외향적이고 친절하며 사교적인 작가입니다. 타인을 배려하고 유연하게 일정을 관리하며, 익숙함과 새로움 사이의 균형을 중시합니다."
v3_standard,289,False,,0.30851063829787234,34,0.2222222222222222,188,0.810379328092403,124,"외향적이고 활동적이지만, 감정 기복이 있고 스트레스에 민감한 요리사입니다. 즉흥적이고 자유분방한 방식으로 일하며, 항상 창의적인 요리와 새로운 경험을 추구합니다.",외향적이고 창의적이지만 감정 기복이 있고 스트레스에 민감합니다. 즉흥적이고 자유분방한 성격으로 새로운 경험을 찾아 나서는 것을 좋아합니다.
v3_standard,290,False,,0.24175824175824176,185,0.16666666666666666,185,0.7967970694512471,20,"외향적이고 활동적이며 느긋하고 차분한 요리사입니다. 맡은 일을 성실하고 계획적으로 처리하며, 현실적이고 전통적인 요리 방식을 선호합니다.","외향적이고 활동적이며, 맡은 일은 성실하게 처리하는 계획적인 성격입니다. 새로운 것보다는 익숙한 방식과 전통을 중요하게 생각합니다."
v3_standard,291,False,,0.08860759493670886,141,0.08695652173913043,141,0.747594523316844,156,"내향적이고 안정적인 성격으로, 혼자 시간을 즐깁니다. 목표 지향적이며 창의적인 요리사로 새로운 레시피 개발을 좋아합니다.","내향적이지만 성실하고 계획적인 창업가입니다. 창의적인 아이디어를 추구하며, 혼자만의 시간을 통해 재충전합니다."
v3_standard,292,False,,0.1411764705882353,127,0.08333333333333333,127,0.8217477304533186,217,"내향적이고 안정적인 성격으로, 혼자 시간을 선호합니다. 성실하고 계획적이며, 전통적인 방식의 요리를 고수하는 경향이 있습니다.",내향적이고 혼자만의 시간을 선호하지만 정서적으로 안정되어 있습니다. 성실하고 계획적으로 목표를 달성하며 익숙한 방식과 현실적인 것을 중요하게 생각합니다.
v3_standard,293,False,,0.2191780821917808,229,0.2222222222222222,229,0.7763386492337119,8,"내향적이지만 창의적인 요리사입니다. 감정 기복이 있어 스트레스에 민감하며, 성실하게 새로운 요리법을 탐구합니다.","내향적이지만 창의적이고 새로운 것을 탐구하는 데 열정적입니다. 성실하게 목표를 추구하지만, 감정 기복이 있고 스트레스에 취약한 편입니다."
v3_standard,294,False,,0.27058823529411763,24,0.20833333333333334,24,0.7999627028197127,24,"내향적이고 감정 기복이 있지만, 독립적이고 자기주장이 강합니다. 즉흥적인 방식으로 요리하며, 새로운 시도와 익숙함을 적절히 조합합니다.","내향적이고 감정 기복이 있는 편이지만, 독립적이고 자기주장이 강합니다. 즉흥적인 성격으로 계획보다는 흐름에 따라 움직이는 것을 선호합니다."
v3_standard,295,False,,0.43243243243243246,10,0.3157894736842105,10,0.9725842437324852,10,"내향적이지만 친절하고 협조적입니다. 정서적으로 안정적이며 유연하게 일정을 관리하며, 익숙함과 새로움의 균형을 추구합니다.","내향적이지만 친절하고 협조적이며 타인을 배려합니다. 정서적으로 안정되어 있고 유연하게 일정을 관리하며, 익숙함과 새로움의 균형을 중시합니다."
v3_standard,296,False,,0.11956521739130435,140,0.047619047619047616,235,0.6915722029855076,71,상황에 따라 사교적이며 정서적으로 안정된 요리사입니다. 성실하고 창의적으로 새로운 레시피를 개발하고 타인을 배려합니다.,"보통의 사교성을 지녔지만, 정서적으로 안정적이고 느긋합니다. 친절하며 타인을 배려하고, 목표 지향적으로 꼼꼼하게 일합니다. 새로운 경험과 창의적인 활동에 열려있습니다."
v3_standard,297,False,,0.30952380952380953,87,0.2608695652173913,87,0.7879751415674705,147,"상황에 따라 사교적이며 성실하고 계획적인 요리사입니다. 전통적인 방식을 중시하며, 대체로 안정적이지만 가끔 감정 기복이 있습니다.","성실하고 현실적인 작가. 전통을 중시하며 계획적으로 글을 씁니다. 대체로 안정적이지만 가끔 감정 기복이 있으며, 보통의 사교성을 지녔습니다."
v3_standard,298,False,,0.1702127659574468,43,0.125,43,0.8373906480874969,73,"독립적이고 자기주장이 강하며 상황에 따라 사교적입니다. 정서적으로 안정적이고 성실하며, 목표 지향적으로 익숙함과 새로움을 조화롭게 요리합니다.","보통의 사교성을 가졌지만, 정서적으로 안정적이고 느긋한 편입니다. 독립적이고 자기주장이 강하며, 목표를 향해 성실하고 꼼꼼하게 계획합니다. 익숙한 것과 새로운 것 사이의 균형을 중시합니다."
v3_standard,299,False,,0.12244897959183673,33,0.15384615384615385,33,0.757163233001166,138,친절하고 사교적이지만 감정 기복이 있습니다. 유연한 일정 속에서도 개방적이고 창의적으로 새로운 요리를 시도하며 타인을 배려합니다.,"외향적이고 친절하며 사교적인 작가입니다. 타인을 배려하고 유연하게 일정을 관리하며, 익숙함과 새로움 사이의 균형을 중시합니다."
v3_standard,300,False,,0.15294117647058825,225,0.1111111111111111,225,0.7851359253723863,75,"상황에 따라 사교적이며 대체로 안정적인 성격입니다. 유연한 일정 속에서 익숙함과 새로움의 균형을 찾아 요리하며, 가끔 감정 기복을 보입니다.","보통의 사교성을 지녔으며, 대체로 안정적이지만 가끔 감정 기복이 있습니다. 보통의 친화성과 유연한 성실성을 가지며, 익숙함과 새로움의 균형을 선호합니다."
v3_large,401,False,,0.4019607843137255,201,0.42105263157894735,201,0.9283105533951738,141,"24세 마케터. 보통의 사교성, 상황에 따라 외향/내향, 정서적으로 안정, 느긋하고 차분함, 보통의 친화성, 상황에 따라 협조적, 즉흥적, 유연하고 자유로운 편, 상상력 풍부, 새로운 것 선호, 지적 호기심.","24세 마케터. 내향적, 혼자 시간 선호, 말이 적음, 감정 기복 있음, 스트레스에 민감, 걱정 많음, 보통의 친화성, 상황에 따라 협조적, 성실, 계획적, 꼼꼼하고 목표 지향적, 상상력 풍부, 새로운 것 선호, 지적 호기심."
v3_large,402,False,,0.41346153846153844,202,0.42105263157894735,202,0.8863039633953252,222,"27세 SW연구원. 보통의 사교성, 상황에 따라 외향/내향, 정서적으로 안정, 느긋하고 차분함, 보통의 친화성, 상황에 따라 협조적, 즉흥적, 유연하고 자유로운 편, 상상력 풍부, 새로운 것 선호, 지적 호기심.","29세 SW연구원. 보통의 사교성, 상황에 따라 외향/내향, 대체로 안정적, 가끔 감정 기복, 보통의 친화성, 상황에 따라 협조적, 성실, 계획적, 꼼꼼하고 목표 지향적, 실용적, 전통 선호, 현실적."
v3_large,403,False,,0.4019607843137255,203,0.42105263157894735,203,0.9309702814823244,103,"51세 회계사. 보통의 사교성, 상황에 따라 외향/내향, 정서적으로 안정, 느긋하고 차분함, 보통의 친화성, 상황에 따라 협조적, 즉흥적, 유연하고 자유로운 편, 상상력 풍부, 새로운 것 선호, 지적 호기심.","51세 회계사. 내향적, 혼자 시간 선호, 말이 적음, 정서적으로 안정, 느긋하고 차분함, 보통의 친화성, 상황에 따라 협조적, 성실, 계획적, 꼼꼼하고 목표 지향적, 상상력 풍부, 새로운 것 선호, 지적 호기심."
v3_large,404,False,,0.4019607843137255,204,0.42105263157894735,204,0.928359546525804,204,"46세 간호사. 보통의 사교성, 상황에 따라 외향/내향, 정서적으로 안정, 느긋하고 차분함, 보통의 친화성, 상황에 따라 협조적, 즉흥적, 유연하고 자유로운 편, 상상력 풍부, 새로운 것 선호, 지적 호기심.","41세 간호사. 보통의 사교성, 상황에 따라 외향/내향, 정서적으로 안정, 느긋하고 차분함, 친절, 협조적, 타인 배려 우선, 성실, 계획적, 꼼꼼하고 목표 지향적, 상상력 풍부, 새로운 것 선호, 지적 호기심."
v3_large,405,False,,0.4077669902912621,205,0.42105263157894735,205,0.9323093100289326,245,"31세 초등교사. 보통의 사교성, 상황에 따라 외향/내향, 정서적으로 안정, 느긋하고 차분함, 보통의 친화성, 상황에 따라 협조적, 즉흥적, 유연하고 자유로운 편, 상상력 풍부, 새로운 것 선호, 지적 호기심.","43세 초등교사. 보통의 사교성, 상황에 따라 외향/내향, 정서적으로 안정, 느긋하고 차분함, 독립적, 경쟁적, 자기주장 강함, 성실, 계획적, 꼼꼼하고 목표 지향적, 보통의 개방성, 친숙한 것과 새것 균형."
v3_large,406,False,,0.4077669902912621,206,0.42105263157894735,206,0.9289462141752651,206,"40세 영업사원. 보통의 사교성, 상황에 따라 외향/내향, 정서적으로 안정, 느긋하고 차분함, 보통의 친화성, 상황에 따라 협조적, 즉흥적, 유연하고 자유로운 편, 상상력 풍부, 새로운 것 선호, 지적 호기심.","43세 영업사원. 보통의 사교성, 상황에 따라 외향/내향, 정서적으로 안정, 느긋하고 차분함, 친절, 협조적, 타인 배려 우선, 성실, 계획적, 꼼꼼하고 목표 지향적, 상상력 풍부, 새로운 것 선호, 지적 호기심."
